asin,title,description,price,brand,categories,image_url
7800286169,,The Legend of Zelda the Wind Waker for Nintendo Gamecube.  Black Label,105.63,,"[['Video Games', 'More Systems', 'GameCube', 'Games']]",http://ecx.images-amazon.com/images/I/51yDfbfPqEL._SX300_.jpg
8176503290,,"Tom Clancy's H.A.W.X. 2 plunges fans into an explosive environment where they can become elite aerial soldiers in control of the world's most technologically advanced aircraft. The game will appeal to a wide array of gamers as players will have the chance to control exceptional pilots trained to use cutting edge technology in amazing aerial warfare missionsAerial warfare has evolved. So have you. As a member of the ultra-secret HAWX 2 squadron, you are one of the chosen few. One of the truly elite. You will use finely honed reflexes, bleeding-edge technology and ultra-sophisticated aircraft - their existence denied by many governments - to dominate the skies. You will do so by mastering every nuance of the world's finest combat aircraft. You will slip into enemy territory undetected, deliver a crippling blow and escape before he can summon a response. You will use your superior technology to decimate the enemy from afar, then draw him in close for a pulse-pounding dogfight. You will do all this with professionalism, skill and consummate lethality. Because you are a member of HAWX 2. And you are one of the finest military aviators the world has ever known.Tom Clancy's H.A.W.X. 2 plunges fans into an explosive environment where they can become elite aerial soldiers in control of the world's most technologically advanced aircraft. The game will appeal to a wide array of gamers as players will have the chance to control exceptional pilots trained to use cutting edge technology in amazing aerial warfare missions.",49.99,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51hHQGx-QNL._SY300_.jpg
8565000168,,"Connect your PlaystationTM Dual ShockTM and Nintendo 64TM joypads to your PC USB port. 

All buttons are supported, perfect for any emulation program but also works with any modern PC game. It allows you to play all PC games designed to be played with joysticks. The PSX + N64TM USB Converter is compatible with the famous Dual ShockTM and Dual Shock 2TM pad and its analog features. 

Furthermore, all 16 buttons are usable simultanously and analog features are available. Very easy to install and to setup, it makes your PC a real gaming platform. The drivers are pre-installed in Windows 2000, Windows XP and MAC OS. Other systems like Win 95, 98 and ME can install the driver from the attached disk.",10.49,,"[['Video Games', 'More Systems', 'Nintendo 64', 'Hardware', 'Accessories']]",http://ecx.images-amazon.com/images/I/41VrOAs-W%2BL._SX300_.jpg
907843905X,,"Ship Simulator 2008 puts players at the helm of some of the World's most impressive seafaring vessels - from massive cargo ships and ferries, to speedboats, yachts, personal watercrafts (PWC), hovercrafts and even the legendary Titanic. Explore new harbors including: San Francisco, Marseilles and Southampton, all re-created in careful detail. Enjoy over 50 challenging new missions for both single player and multiplayer modes, which occur during the day, night and through turbulent weather systems. You will be amazed by the realism of this nautical simulator.  Steer each ship and take full control of your voyage   Navigate using the advanced navigation charts, based on real 3D seabed models   Experience realistic ship motions as you combat huge waves   Use the advanced navigation instruments, such as the depth meter, to navigate your way around each harbor   Truly realistic simulator by a developer (VSTEP) known for creating virtual safety training and educational simulation programs for government port authorities, fire brigades, and disaster control units   Seeking endorsement by the U.S. Government NTSB (National Transportation Safety Board)   System Requirements -  Microsoft Windows 2000/XP/Vista, 2.4 GHz Intel Pentium IV or comparable AMD processor, 1GB RAM, 4x DVD-ROM, 1GB Free Space, nVidia GeForce 5900 or ATI 9600 Pro/X700, 128 MB Video memory, DirectX 9.0 compatible sound card, Mouse With scroll wheel, and Optional Joystick, Joypad or Steering wheel Controllers",10.0,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51Sqjzg%2BIaL._SY300_.jpg
9081335219,,"The Ultimate Golf Game 2009! Brought to you by the #1 Golf Simulator Manufacturer. Play on over 70 beautifully designed 3D golf courses. Configure full weather conditions, pick your character, fill your golf bag with your favorite clubs and set your tee time. Watch time fly while playing the best golf courses in world with zero load time between holes. Choose from several game modes, including longest drive and nearest to pin contests. Drive, chip, pitch and putt with the most realistic ball physics engine, using real world data. Play the ultimate golf game by yourself, against the computer or with up to 8 players online. The optional ProTee Sensor System allows the game to be played with real golf clubs and a real golf ball.",63.99,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51xWufbGUjL._SY300_.jpg
9620077660,,"Easy to clean, fit on all PS1/PS2 Dual Shock Series controller and PS3 Sixaxis controller",7.87,,"[['Video Games', 'PlayStation 3', 'Accessories', 'Controllers', 'Gamepads']]",http://ecx.images-amazon.com/images/I/31u-5WB7r9L._SX300_.jpg
9624516766,,"Use the high quality silicone give your Nintendo NDS Lite highly-secured protection. Easy to access to device port and control button. Innovative PU coating, give your Nintendo NDS Lite dust-free surface. 

Notes: Nintendo DS Lite NOT included.",0.0,,"[['Video Games', 'Nintendo DS', 'Accessories', 'Cables & Adapters', 'Adapters']]",http://ecx.images-amazon.com/images/I/41%2Be1VdzgTL._SX300_.jpg
9625990992,,"This game card They also keep your games in one place making them much easier to find. Also, keep your DS, DS Lite, DSi games well organize and bring them with you anywhere. 


Your Package Included: 4x 16 game cards cases. (1 x Black, 1 x Clear/White, 1 x Red, 1 x Blue)",3.47,,"[['Video Games', 'Nintendo DS', 'Accessories', 'Cases & Protectors']]",http://ecx.images-amazon.com/images/I/41-LUT223dL._SY300_.jpg
9625993045,,"Description: For Nintendo DSi LL NDSi LCD Touch Pen Stylus Burgundy 3 PCS. Don't let the gaming stop because you don't have aNintendo DSi LL Stylus. Same design and size as the originalNintendo DSi LL Touch Penthat fit within the console (normal size). Constructed of plastic material, they are protecting your Nintendo DSi LL screen. TheseBurgundy NDSi LL Touch Penfeaturing a compact design and a smooth touch feel for maximum comfort and accuracy. Normal size stylus are easily clip inside a convenient storage slot on the back. Each package contains 3 pieces stylus (1 full size and 2 normal size).",11.98,,"[['Video Games', 'Nintendo DS', 'Accessories', 'Accessory Kits']]",http://ecx.images-amazon.com/images/I/41JsqneO7zL._SY300_.jpg
9625990674,,"The premium silicone material provides better grip while playing your favorite Xbox 360 gamesFEATURES:Protective silicone case is specifically designed to fit any Xbox 360 controller ensuring easy access to all the buttons and controls.Protects your Xbox 360 control pad from dust, scratches or accidental damage.Specification:Color: BlackDimensions: 6.3in*4.13in*0.12inWeight: 1.07oz",2.65,,"[['Video Games', 'Xbox 360', 'Accessories']]",http://ecx.images-amazon.com/images/I/31C5rbk1Z-L._SY300_.jpg
9628795368,,"Use the high quality silicone give your Nintendo NDS Lite highly-secured protection. Easy to access to device port and control button. 

Innovative PU coating, give your Nintendo NDS Lite dust-free surface. 

Notes: Nintendo DS Lite NOT included.",0.0,,"[['Video Games', 'Nintendo DS', 'Accessories', 'Cases & Protectors']]",http://ecx.images-amazon.com/images/I/51dkbyMhYwL._SX300_.jpg
9629551284,,Battery Pack for Wii Balance Board. Put one side of the USB rotate cable of DC into Balance Board battery pack connection. Connect the other end of the USB into the Wii controller USB expansion port. Insert the full powered battery pack into the Balance Board battery compartment.,0.0,,"[['Video Games', 'Wii', 'Accessories', 'Batteries & Chargers', 'Batteries']]",http://ecx.images-amazon.com/images/I/31Uj70tCRAL._SX300_.jpg
9755334602,,"Boogie down with Mario, DDR-style. Players shake their things to more than 25 dance-flavored songs, from classic Nintendo themes to familiar favorites. With five difficulty levels, dancers of all abilities will be able to get into the groove. Have fun getting in shape! The special ""Workout"" feature tracks the calories burned while playing. Someone has stolen the Music Keys and released the music they held. Without the Music Keys, the unstable power of the music is wreaking havoc on the land. Mario must recover them before the chaos destroys the entire Mushroom Kingdom! The path to the keys is simple: Left, Right, Up, Down, Right, Down... In Dance Dance Revolution: Mario Mix, players clear levels by performing the correct steps. Once they clear all the levels in a particular world, they'll collect a Music Key. Collect all the Music Keys to win.",39.98,,"[['Video Games', 'More Systems', 'GameCube', 'Hardware', 'Accessories']]",http://ecx.images-amazon.com/images/I/61TVizj%2Bs5L._SY300_.jpg
9756083077,,"Dance Dance Revolution brings the dance floor to the home floor. Straight from the arcades, the hottest dancing game lets you step into the spotlight and show your moves. Heat up the dance floor and put your skills to the test as you move to the groove. Let the pulsating music and colorful graphics excite your senses while you become a star.

SEE ALSO NON-SLIP PAD WITH KONAMI DDR CD-Rom BUNDLE",0.0,,"[['Video Games', 'PC']]",http://ecx.images-amazon.com/images/I/51SGYTPVN3L._SX300_.jpg
9861019731,64MB 1019 Block Memory Card compatible for Wii &amp; Gamecube,"Compatible with:
NINTENDO Wii & Gamecube
Package Contents: (ALL BRAND NEW)
1 x 64MB Memory Card for Nintendo Wii",4.42,Generic,"[['Video Games', 'Wii', 'Accessories', 'Memory']]",http://ecx.images-amazon.com/images/I/41pDBb4Un%2BL._SY300_.jpg
9882100848,,"Professional and exclusively design for your PS3 wireless controllers No effect on your wireless connection Adopt advanced crystal clear silicone, perfectly anti-slippery and dust Free from dirt and scratches that will ruin your controllers",42.99,,"[['Video Games', 'PlayStation 3', 'Accessories', 'Skins']]",http://ecx.images-amazon.com/images/I/41NpMwmB-5L._SY300_.jpg
9888001167,,"Professional and exclusively design for your PS3 wireless controllers

No effect on your wireless connection

Adopt advanced crystal clear silicone, perfectly anti-slippery and dust

Free from dirt and scratches that will ruin your controllers",3.32,,"[['Video Games', 'PlayStation 3', 'Accessories', 'Cases & Protectors']]",http://ecx.images-amazon.com/images/I/31rm%2BT%2BG5GL._SX300_.jpg
9882155456,"2 Pack - Gator Crunch Wii Gamecube 6FT Extension Cable / Cord (Lifetime Warranty, Bulk packaging)","High performance cable provides additional distance between your controller and Gamecube game console
Adds 6ft Long of cable for improved playing comfort",8.9,,"[['Video Games', 'Wii']]",http://ecx.images-amazon.com/images/I/41uI8StIGEL._SY300_.jpg
988800171X,,"Holding the card with the arrow mark facing up, securely insert the card into a Memory Card slot of the PS2 console. Saving and loading methods may vary depending on the software title. Works with all compatible PS2 games, all Sony brand PS2 controllers, and all third party/aftermarket Playstation 2 controllers.",9.51,,"[['Video Games', 'More Systems', 'PlayStation 2', 'Hardware', 'Accessories']]",http://ecx.images-amazon.com/images/I/31Wf-B0PifL._SX300_.jpg
9944860212,,"This software is BRAND NEW. Packaging may differ slightly from the stock photo above. Please click on our logo above to see over 15,000 titles in stock.",39.99,,"[['Video Games', 'PC', 'Games']]",http://ecx.images-amazon.com/images/I/51P3ar3kCXL._SY300_.jpg
B000003SQQ,,The old characters from the original tongue-in-cheek fighting game for the Super Nintendo are back and they've brought friends. Bad Mr. Frosty the evil snowman The Blob IckyBod Clay and others have returned with a complimentary cast including a rambo-bunny a psychopathic medicine-man and more to compete for this fighter. Equally fun for kids and adults.,3.99,,"[['Video Games', 'More Systems', 'Nintendo 64', 'Games']]",http://ecx.images-amazon.com/images/I/21RZ7349QXL.jpg
B000006IX3,,"The Tick for Super Nintendo eatures characters such as Clark (from the comic, not seen in the animated or live-action TV shows), but its defining feature was an opening stage that almost literally lived up to its ""Night of a Million-Zillion Ninjas"" subtitle. Spoon!",279.99,,"[['Video Games', 'More Systems', 'Super Nintendo', 'Games']]",http://ecx.images-amazon.com/images/I/41tIOoOC4zL.jpg
B000006OVL,,"PSX, STREET, FIGHTER, EX, 3D",89.99,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/31QYX5X5RWL.jpg
B000006OVG,,The world has never encountered such a powerful collection of fighters in one tournament. Until now... Every Warrior's Dream -- the most devastating Street Fighters of all time assemble to battle in one ultimate contest. Armed with an arsenal of new martial art moves super combos and deadly secrets the legendary competitors Ryu Chun-Li Ken and Sagat collide with a lethal combination of fierce opponents. Infamous aggressors - Charlie Sodom Birdie and Guy show they play for keeps when they battle on the street. The new contenders Rose and Adon draw powers of the soul and nature to annihilate opponents and secure fame power and prestige.,89.99,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/31JGNV17VNL.jpg
B000006OVD,,The ideal combination of puzzle game and shooter puts a popgun in your hand and has you racing your partner -- bursting or dodging killer bubbles through platforms ladders walkways and hiding places in exotic locales around the world. There are 300 levels of power-ups and puzzles -- grappling hooks machine guns dynamite to steal treasure and grab high scores.,28.89,,"[['Video Games', 'Kids & Family'], ['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/412szTNYvCL.jpg
B000006OVF,,This successor to Capcom's wildly popular X-Men allows you to go one-on-one at home with the Marvel Super Heroes. Your super heroes battle through rounds of competition facing off with Dr. Doom and ultimately Thanos. Take control of the amazing Infinity Gem system which grants super-powers such as healing extra attacking strength and infinite super attacks. Master a variety of fantastic attacks super moves and tons of multi-hit combos. For comic book fanatics and fighting game warriors alike Marvel Super Heroes is a must-play masterpiece!,4.99,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/31Z7RBE7TSL.jpg
B000006OVE,,"In most role-playing games, the player finds himself in the role of an adventurer who, sooner or later, must meet and defeat a fire-breathing dragon. But in a nice change of pace, Capcom's new RPG Breath of Fire III allows you to be adventurer and dragon all rolled into one.You play Ryu (or whatever you want to call him - the game leaves it up to you), the last of a race of beings who once sought to rule the world. A dragon that appears in the form of a young boy most of the time, Ryu travels the globe in a quest to reunite with two friends. But as his journey unfolds, he uncovers the truth behind their disappearances, as well as a larger plot of unspeakable evil - one that only Ryu can stop.RPG fans have heard this kind of story before, and in many respects, they've played this game before. Breath of Fire III has all the standard RPG trappings: the ""you hit me, now I hit you"" combat engine, control over a multiple-character party, and a number of smaller quests you have to accomplish along the way to finishing the overall one. This is not necessarily a criticism. Innovation is none too common in the world of RPGs, and even ""cutting-edge"" examples such as Final Fantasy VII stay pretty much within the narrow path beaten by their predecessors. But Breath of Fire III does bring a few fresh offerings to the table, such as its ""examine"" command, fishing minigame, masters' apprenticeship, and, most notably, its dragon gene system.The examine command is an option you can choose for any or all of your characters during battle. It instructs them to watch their enemies as they perform specialized attacks - and if they're lucky, pick up the attack as their own, which often comes in handy in later battles. Whenever you decide to visit a fishing spot, a fishing minigame provides you with the chance to catch different status-enhancing fish (eating a rainbow trout restores magic points, blowfish cure poison, and so on). It's kind of fun and doesn't take up too much time, making it pretty much like any other minigame found in a RPG, but hey, it's fishing! Apprenticing to one of the world's masters entails different requirements for each master, such as providing a certain item, money, or nothing at all, and pays off in status bonuses that sometimes take away a few points from other areas as well. When it comes down to it, it's just another way to build up your characters, though the variety's nice.The dragon gene system is one of the most notable features of the title. Instead of just turning into one dragon, Ryu can become every dragon by combining different dragon stones found throughout the game. The more powerful the form he takes on, the more magic points get sucked up each round of battle, and the more quickly he reverts back to boyhood. The key is to find the right balance of strength, breath attacks, and stamina. With 18 stones in all, you can spend a lot of time experimenting with different combinations and effects.Graphically, Breath of Fire III straddles the line between 2D and 3D, with sprite-based graphics in an isometric 3D environment. The effect breathes some life, if not fire, into the traditional RPG look, sort of like Konami's Suikoden with a greater feeling of depth. It's an interesting attempt, but the style is a little too cartoonish for my liking. The soundtrack is above average, with a variety of tracks ranging from the expected epic style to what's best summed up as ""RPG lounge.""Not everything is right in fantasyland though, since the game has a habit of forcing you through needless, time-wasting sequences. Random encounters happen far too frequently in Breath of Fire III, somewhere within the beat of every 30 seconds when in a hostile environment. While you can often flee, this severely inhibits your desire to explore your surroundings and gives the game a Beyond the Beyond-like quality. Also, having to build characters up inch by inch over hours of beating up weakling monsters so that your party is strong enough to survive a big fight can be extremely tedious and boring. While there are certainly plenty of things to do in the game and it's quite long in terms of the number of play hours, much of that time is less enjoyable than it should be. If the examine command were a little easier to pull off successfully and the frequency of random encounters turned down a notch or two, many of these problems would be solved.Even with its handful of new features, Breath of Fire III breaks little new ground. Die-hard RPG fans may find it entertaining, but those looking for something new in this increasingly static genre will come away disappointed. --Joe Fielder--Copyright &copy;1999 GameSpot Inc. All rights reserved. Reproduction  in whole or in part in any form or medium without express written permission of GameSpot is prohibited. GameSpot and the GameSpot logo are trademarks of GameSpot Inc.--GameSpot Review",19.99,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/51s4OFa7qNL._SY300_.jpg
B000006OWR,,PLAY LIKE NEW..TEEN...ANIMATED VIOLENCE,24.99,,"[['Video Games', 'More Systems', 'PlayStation', 'Games']]",http://ecx.images-amazon.com/images/I/314VKD4NNRL.jpg
