user_idx,item_idx,rating,timestamp,user_id,item_id
14,6,1.0,1367280000,AFS6WERAP409A,0700099867
14,15740,4.0,1367625600,AFS6WERAP409A,B0012LGHZI
15,15919,5.0,1328227200,A20DRRKAN5Z9Q,B0013RC1W4
15,15378,3.0,1329350400,A20DRRKAN5Z9Q,B000XJLQ24
15,16174,3.0,1331424000,A20DRRKAN5Z9Q,B00166N6SA
15,6,4.0,1332115200,A20DRRKAN5Z9Q,0700099867
15,9198,5.0,1332288000,A20DRRKAN5Z9Q,B00064YTZ2
15,1764,4.0,1334016000,A20DRRKAN5Z9Q,B00002SV0E
15,14912,4.0,1334793600,A20DRRKAN5Z9Q,B000U8AYOO
15,16287,3.0,1340064000,A20DRRKAN5Z9Q,B00178630A
15,10494,3.0,1342742400,A20DRRKAN5Z9Q,B0009YN3O2
15,12776,2.0,1361491200,A20DRRKAN5Z9Q,B000H94Q0O
15,10461,3.0,1376352000,A20DRRKAN5Z9Q,B0009XBWY6
16,14868,3.0,1220227200,A2VYL51WQXC5KK,B000TVB0XG
16,13042,3.0,1245024000,A2VYL51WQXC5KK,B000IFLERK
16,6764,2.0,1273881600,A2VYL51WQXC5KK,B00008AAYO
16,11670,1.0,1273881600,A2VYL51WQXC5KK,B000EA60B4
16,12444,3.0,1273881600,A2VYL51WQXC5KK,B000GAC4VW
16,15141,2.0,1273881600,A2VYL51WQXC5KK,B000VM9DMI
16,16076,2.0,1273881600,A2VYL51WQXC5KK,B0015L74G6
16,14922,5.0,1275091200,A2VYL51WQXC5KK,B000U90L32
16,12391,1.0,1277942400,A2VYL51WQXC5KK,B000G820UE
16,13070,1.0,1279238400,A2VYL51WQXC5KK,B000IN4TU6
16,11365,1.0,1279324800,A2VYL51WQXC5KK,B000BYSX4A
16,14897,3.0,1279324800,A2VYL51WQXC5KK,B000U5RRX8
16,14011,2.0,1279584000,A2VYL51WQXC5KK,B000OPPR72
16,12750,3.0,1279843200,A2VYL51WQXC5KK,B000H4EO6K
16,9056,3.0,1281139200,A2VYL51WQXC5KK,B0002XJBGE
16,10780,3.0,1282348800,A2VYL51WQXC5KK,B000AO9LVA
16,16242,2.0,1283126400,A2VYL51WQXC5KK,B0016O5G62
16,13635,2.0,1288051200,A2VYL51WQXC5KK,B000MRD2KQ
16,8074,3.0,1310169600,A2VYL51WQXC5KK,B0001AO01Y
16,7285,3.0,1310256000,A2VYL51WQXC5KK,B00009V3NB
16,8667,5.0,1310256000,A2VYL51WQXC5KK,B0002FGFHU
16,9478,3.0,1310515200,A2VYL51WQXC5KK,B0006ZSXDK
16,6016,3.0,1318291200,A2VYL51WQXC5KK,B00006CRVI
16,8848,5.0,1318291200,A2VYL51WQXC5KK,B0002MQG36
16,6,3.0,1372377600,A2VYL51WQXC5KK,0700099867
17,7,4.0,1150416000,AFBN93AVL10P1,0758534531
17,1076,4.0,1150416000,AFBN93AVL10P1,B00002S931
17,2746,4.0,1150416000,AFBN93AVL10P1,B00004NS0U
17,4104,4.0,1150416000,AFBN93AVL10P1,B000056V4G
17,8434,4.0,1150416000,AFBN93AVL10P1,B00024WJRQ
17,9538,3.0,1150416000,AFBN93AVL10P1,B00079MTN0
18,5730,5.0,1049155200,A96K1ZGW56S2I,B000066TS5
18,5436,4.0,1049760000,A96K1ZGW56S2I,B00005YO7E
18,2578,5.0,1049932800,A96K1ZGW56S2I,B000038A77
18,5761,4.0,1051142400,A96K1ZGW56S2I,B000067DPK
18,5223,4.0,1051747200,A96K1ZGW56S2I,B00005T7ZQ
18,2618,5.0,1068422400,A96K1ZGW56S2I,B00003E4G9
18,512,5.0,1070323200,A96K1ZGW56S2I,B00001QEEC
18,6705,5.0,1075334400,A96K1ZGW56S2I,B0000859TO
18,6728,5.0,1075939200,A96K1ZGW56S2I,B000088KH1
18,4878,3.0,1085529600,A96K1ZGW56S2I,B00005NN5A
18,5052,4.0,1094774400,A96K1ZGW56S2I,B00005Q8IR
18,3847,3.0,1094947200,A96K1ZGW56S2I,B00004YB5U
18,3874,3.0,1095033600,A96K1ZGW56S2I,B00004YRQA
18,120,5.0,1097452800,A96K1ZGW56S2I,B00000I1BX
18,7250,5.0,1108425600,A96K1ZGW56S2I,B00009MVJ7
18,5858,4.0,1108512000,A96K1ZGW56S2I,B0000690ZY
18,4432,4.0,1112054400,A96K1ZGW56S2I,B00005BWH5
18,8084,4.0,1124064000,A96K1ZGW56S2I,B0001B15RA
18,8258,5.0,1124064000,A96K1ZGW56S2I,B0001UEHP8
18,4943,5.0,1126828800,A96K1ZGW56S2I,B00005NZ1G
18,7934,3.0,1136332800,A96K1ZGW56S2I,B0000X4M4C
18,8229,5.0,1137542400,A96K1ZGW56S2I,B0001NE48U
18,9434,3.0,1145318400,A96K1ZGW56S2I,B0006SST90
18,10614,5.0,1145318400,A96K1ZGW56S2I,B000A3ON78
18,7,5.0,1158192000,A96K1ZGW56S2I,0758534531
18,5768,4.0,1164758400,A96K1ZGW56S2I,B000067DPM
18,4938,4.0,1168300800,A96K1ZGW56S2I,B00005NZ1K
18,10180,5.0,1173571200,A96K1ZGW56S2I,B0009H7UJI
18,10373,4.0,1175558400,A96K1ZGW56S2I,B0009TQB3W
18,13486,3.0,1176076800,A96K1ZGW56S2I,B000M4H6RE
18,13808,3.0,1186963200,A96K1ZGW56S2I,B000NJH6PU
18,8551,4.0,1189814400,A96K1ZGW56S2I,B0002B90SA
18,10963,5.0,1199145600,A96K1ZGW56S2I,B000B69E9G
18,8776,3.0,1200787200,A96K1ZGW56S2I,B0002IQD1U
18,6862,4.0,1201132800,A96K1ZGW56S2I,B00008J7NZ
18,12713,3.0,1201824000,A96K1ZGW56S2I,B000GVYYFK
18,9061,5.0,1203206400,A96K1ZGW56S2I,B0002XL3BA
18,13659,3.0,1224806400,A96K1ZGW56S2I,B000MUU5MG
18,6452,3.0,1226188800,A96K1ZGW56S2I,B00006ZLOX
18,2591,3.0,1232323200,A96K1ZGW56S2I,B000038I9K
18,10127,5.0,1232323200,A96K1ZGW56S2I,B0009A4EVM
18,10064,4.0,1241049600,A96K1ZGW56S2I,B000930DLY
18,15516,4.0,1253491200,A96K1ZGW56S2I,B000ZK9QBO
18,12222,4.0,1286496000,A96K1ZGW56S2I,B000FRU0NU
18,14267,4.0,1320278400,A96K1ZGW56S2I,B000QB059Y
18,15249,4.0,1330041600,A96K1ZGW56S2I,B000WCN8IW
18,8259,5.0,1392422400,A96K1ZGW56S2I,B0001VGFK2
19,8,3.0,1322179200,A2IEBEVHTWY0LJ,1558843477
19,2752,3.0,1322179200,A2IEBEVHTWY0LJ,B00004OCXR
19,3972,2.0,1322179200,A2IEBEVHTWY0LJ,B0000507UR
19,11584,4.0,1322611200,A2IEBEVHTWY0LJ,B000E0XX9Q
19,14363,4.0,1323561600,A2IEBEVHTWY0LJ,B000R2WIE2
19,3739,3.0,1324944000,A2IEBEVHTWY0LJ,B00004WGVX
20,9,5.0,1383955200,A7NJVEL9E3L0H,1594590133
20,1104,3.0,1383955200,A7NJVEL9E3L0H,B00002SAI6
20,7875,4.0,1383955200,A7NJVEL9E3L0H,B0000EZGDM
20,11561,3.0,1383955200,A7NJVEL9E3L0H,B000DZERWO
20,11802,4.0,1383955200,A7NJVEL9E3L0H,B000EPP6UA
20,12625,5.0,1383955200,A7NJVEL9E3L0H,B000GPVUUS
20,12663,3.0,1383955200,A7NJVEL9E3L0H,B000GRB4G6
21,120,4.0,995414400,A1Q4ZU2Y929N0A,B00000I1BX
21,1807,3.0,995414400,A1Q4ZU2Y929N0A,B00002SVCV
21,1832,3.0,995414400,A1Q4ZU2Y929N0A,B00002SVCW
21,2400,3.0,995414400,A1Q4ZU2Y929N0A,B000035XVG
21,3904,4.0,995414400,A1Q4ZU2Y929N0A,B00004YZAO
21,3745,5.0,1009929600,A1Q4ZU2Y929N0A,B00004WHW7
21,5160,4.0,1019692800,A1Q4ZU2Y929N0A,B00005RCQY
21,5613,5.0,1029283200,A1Q4ZU2Y929N0A,B00006471Z
21,5838,5.0,1029283200,A1Q4ZU2Y929N0A,B000068XKQ
21,5883,5.0,1046217600,A1Q4ZU2Y929N0A,B0000695GX
21,6762,4.0,1047081600,A1Q4ZU2Y929N0A,B000089SOW
21,284,5.0,1050278400,A1Q4ZU2Y929N0A,B00000K3Q2
21,452,5.0,1050278400,A1Q4ZU2Y929N0A,B00001NTSO
21,6090,4.0,1050278400,A1Q4ZU2Y929N0A,B00006FXJ4
21,7356,3.0,1068595200,A1Q4ZU2Y929N0A,B00009WE3U
21,7536,4.0,1068595200,A1Q4ZU2Y929N0A,B0000A2TPE
21,7678,5.0,1068595200,A1Q4ZU2Y929N0A,B0000BVGO3
21,6525,5.0,1068854400,A1Q4ZU2Y929N0A,B00007BGQI
21,4534,4.0,1070150400,A1Q4ZU2Y929N0A,B00005JC8D
21,7277,4.0,1070150400,A1Q4ZU2Y929N0A,B00009THMU
21,6874,4.0,1073779200,A1Q4ZU2Y929N0A,B00008K2Y2
21,7789,4.0,1075593600,A1Q4ZU2Y929N0A,B0000CE1L7
21,6685,4.0,1080518400,A1Q4ZU2Y929N0A,B000083JX6
21,7278,4.0,1081814400,A1Q4ZU2Y929N0A,B00009THFF
21,8513,5.0,1095638400,A1Q4ZU2Y929N0A,B00029QOQ8
21,8514,5.0,1097712000,A1Q4ZU2Y929N0A,B00029QOQS
21,3322,5.0,1100390400,A1Q4ZU2Y929N0A,B00004T1M7
21,8505,5.0,1101168000,A1Q4ZU2Y929N0A,B00029QR7O
21,8009,4.0,1131235200,A1Q4ZU2Y929N0A,B00015GYOK
21,12884,4.0,1170288000,A1Q4ZU2Y929N0A,B000HKGD4A
21,9,5.0,1222819200,A1Q4ZU2Y929N0A,1594590133
22,1737,4.0,1046044800,A12AVK1ZQDSOUZ,B00002SUOV
22,7118,5.0,1060646400,A12AVK1ZQDSOUZ,B0000950SM
22,5689,4.0,1102636800,A12AVK1ZQDSOUZ,B00006663Z
22,10,5.0,1102982400,A12AVK1ZQDSOUZ,1886846774
22,9263,5.0,1104710400,A12AVK1ZQDSOUZ,B00068M52W
23,11983,5.0,1329091200,A22730SIGH56JU,B000F7V2GO
23,7034,5.0,1330387200,A22730SIGH56JU,B00008XL0Q
23,2070,5.0,1338336000,A22730SIGH56JU,B000034DML
23,102,5.0,1342224000,A22730SIGH56JU,B00000DMB5
23,5642,5.0,1342310400,A22730SIGH56JU,B00006599P
23,4404,5.0,1344556800,A22730SIGH56JU,B00005BOSF
23,9472,5.0,1344643200,A22730SIGH56JU,B0006ZJP7I
23,1116,5.0,1346457600,A22730SIGH56JU,B00002SFL4
23,11,5.0,1382745600,A22730SIGH56JU,1888449543
23,2515,5.0,1384560000,A22730SIGH56JU,B000035Y69
23,15218,5.0,1401235200,A22730SIGH56JU,B000W5Y49G
24,8933,5.0,1092873600,A12E0Y0J6584RT,B0002SLAYA
24,10290,5.0,1141516800,A12E0Y0J6584RT,B0009OPKXE
24,9737,5.0,1148083200,A12E0Y0J6584RT,B0007SN188
24,11847,5.0,1148083200,A12E0Y0J6584RT,B000EURITW
24,9874,5.0,1153958400,A12E0Y0J6584RT,B0007Z6L74
24,10168,5.0,1153958400,A12E0Y0J6584RT,B0009FZWJA
24,11894,5.0,1153958400,A12E0Y0J6584RT,B000F15AXG
24,426,5.0,1156204800,A12E0Y0J6584RT,B00001IVVJ
24,4339,5.0,1156204800,A12E0Y0J6584RT,B00005B49M
24,4721,5.0,1156204800,A12E0Y0J6584RT,B00005ML7H
24,9285,5.0,1156204800,A12E0Y0J6584RT,B00069F9KG
24,9381,5.0,1156204800,A12E0Y0J6584RT,B0006IB7M6
24,9411,5.0,1156204800,A12E0Y0J6584RT,B0006O4TNE
24,9461,5.0,1156204800,A12E0Y0J6584RT,B0006Z0NVU
24,9546,5.0,1156204800,A12E0Y0J6584RT,B00079WOJY
24,9868,5.0,1156204800,A12E0Y0J6584RT,B0007YYB5O
24,9869,5.0,1156204800,A12E0Y0J6584RT,B0007YYNF2
24,9960,5.0,1156204800,A12E0Y0J6584RT,B0008447XO
24,9981,5.0,1156204800,A12E0Y0J6584RT,B0008F6K06
24,10012,5.0,1156204800,A12E0Y0J6584RT,B0008GMVWG
24,10014,5.0,1156204800,A12E0Y0J6584RT,B0008GQMBC
24,12307,5.0,1156204800,A12E0Y0J6584RT,B000FXW442
24,10700,5.0,1156377600,A12E0Y0J6584RT,B000AAXCPA
24,11850,5.0,1156377600,A12E0Y0J6584RT,B000EUTML4
24,11846,5.0,1157587200,A12E0Y0J6584RT,B000EUTMNM
24,12669,5.0,1157587200,A12E0Y0J6584RT,B000GSOAUC
24,9949,5.0,1158192000,A12E0Y0J6584RT,B00083BMD8
24,10263,5.0,1158192000,A12E0Y0J6584RT,B0009MIEE8
24,12722,5.0,1158192000,A12E0Y0J6584RT,B000H10Q42
24,9348,5.0,1163116800,A12E0Y0J6584RT,B0006G92SO
24,10160,5.0,1163635200,A12E0Y0J6584RT,B0009F79BE
24,11457,5.0,1163635200,A12E0Y0J6584RT,B000CHP9SY
24,11840,5.0,1163635200,A12E0Y0J6584RT,B000EUPE0M
24,11995,5.0,1164931200,A12E0Y0J6584RT,B000F8VIK8
24,9361,5.0,1166054400,A12E0Y0J6584RT,B0006H1BBE
24,4334,5.0,1167264000,A12E0Y0J6584RT,B00005B44P
24,9149,5.0,1168905600,A12E0Y0J6584RT,B00061YXLK
24,5030,5.0,1175385600,A12E0Y0J6584RT,B00005Q5GX
24,1041,5.0,1178755200,A12E0Y0J6584RT,B00002S6BS
24,553,5.0,1181520000,A12E0Y0J6584RT,B00001SHN2
24,9974,5.0,1184716800,A12E0Y0J6584RT,B0008ESW1W
24,9873,5.0,1185062400,A12E0Y0J6584RT,B0007YZV2Q
24,12239,5.0,1186012800,A12E0Y0J6584RT,B000FT699C
24,8885,5.0,1187136000,A12E0Y0J6584RT,B0002PE2N4
