user_idx,item_idx,rating,timestamp
351,38,5.0,1383177600
352,38,5.0,1393459200
353,38,5.0,1361318400
354,38,5.0,1191456000
355,38,1.0,1187654400
356,38,5.0,1200873600
357,38,5.0,1245369600
358,38,5.0,1386115200
359,38,3.0,1173916800
360,38,5.0,1389225600
361,38,5.0,1353801600
362,38,5.0,1243209600
363,38,5.0,1231372800
364,38,5.0,1239148800
365,38,1.0,1167436800
366,38,5.0,1389571200
367,38,2.0,1189209600
368,38,5.0,1175904000
369,38,5.0,1268352000
370,38,1.0,1202342400
371,38,5.0,1183420800
372,38,5.0,1295827200
373,38,1.0,1168560000
374,38,1.0,1304294400
375,38,4.0,1391472000
376,38,5.0,1092009600
377,38,5.0,1095292800
378,38,4.0,1182211200
379,38,5.0,1393718400
380,38,2.0,1297296000
381,38,1.0,1388966400
382,38,5.0,1278460800
383,38,2.0,1303948800
384,38,4.0,1278115200
385,38,4.0,1404864000
386,38,5.0,1217116800
387,38,5.0,1205798400
388,38,3.0,1269561600
389,38,4.0,1137888000
390,38,5.0,1370563200
391,38,5.0,1293062400
392,38,1.0,1186617600
393,38,1.0,1289952000
394,38,5.0,1102550400
395,38,4.0,1385769600
396,38,5.0,1297987200
397,38,4.0,1332547200
398,38,5.0,1394755200
399,38,5.0,1137542400
400,38,1.0,1084579200
401,38,1.0,1245024000
402,38,5.0,1357084800
403,38,5.0,1294272000
404,38,4.0,1365897600
405,38,4.0,1366329600
406,38,5.0,1178928000
407,38,4.0,1389052800
408,38,4.0,1393200000
409,38,5.0,1212278400
410,38,5.0,1389139200
411,38,5.0,1372118400
412,38,5.0,1357084800
413,38,5.0,1394064000
414,38,5.0,1251072000
415,38,5.0,1375228800
416,38,5.0,1135728000
417,38,4.0,1185235200
418,38,3.0,1364688000
419,38,4.0,1400630400
420,38,3.0,1368403200
421,38,5.0,1353974400
422,38,5.0,1140739200
423,38,5.0,1198972800
424,38,4.0,1177718400
425,38,5.0,1138665600
426,38,3.0,1355184000
427,38,5.0,1402358400
428,38,5.0,1170892800
429,38,1.0,1351382400
430,38,5.0,1091491200
431,38,4.0,1393632000
432,38,4.0,1369526400
433,38,5.0,1392076800
434,38,4.0,1358812800
435,38,3.0,1354492800
436,38,5.0,1205798400
437,38,5.0,1195430400
438,38,4.0,1176854400
439,38,5.0,1125273600
440,38,5.0,1196035200
441,38,2.0,1398124800
442,38,4.0,1095292800
443,38,3.0,1325030400
444,38,4.0,1403654400
445,38,5.0,1400716800
446,38,5.0,1215043200
447,38,5.0,1215302400
448,38,1.0,1391385600
449,38,4.0,1354924800
450,38,3.0,1165104000
451,38,5.0,1226793600
452,38,1.0,1212710400
453,38,5.0,1126224000
454,38,5.0,1198972800
455,38,2.0,1397174400
456,38,2.0,1240963200
457,38,4.0,1222732800
458,38,5.0,1162425600
459,38,5.0,1253318400
460,38,5.0,1255046400
461,38,2.0,1392336000
462,38,1.0,1248739200
463,38,3.0,1396224000
464,38,5.0,1126742400
465,38,5.0,1201392000
466,38,1.0,1369267200
467,38,5.0,1369699200
468,38,4.0,1356220800
469,38,5.0,1355788800
470,38,2.0,1218499200
471,38,5.0,1097452800
472,38,1.0,1255478400
473,38,5.0,1188950400
474,38,2.0,1210464000
475,38,5.0,1357516800
476,38,5.0,1142380800
477,38,3.0,1221436800
478,38,4.0,1178928000
479,38,3.0,1208908800
480,38,5.0,1334275200
481,38,5.0,1384300800
482,38,5.0,1168300800
483,38,5.0,1101254400
484,38,5.0,1362355200
485,38,2.0,1389052800
486,38,3.0,1226448000
487,38,5.0,1206835200
488,38,5.0,1142467200
489,38,4.0,1288915200
490,38,5.0,1285200000
491,38,2.0,1293148800
492,38,5.0,1237161600
493,38,5.0,1168732800
494,38,5.0,1166400000
495,38,5.0,1120089600
496,38,3.0,1204156800
497,38,4.0,1277596800
498,38,5.0,1099267200
499,38,5.0,1165536000
500,38,5.0,1392854400
501,38,1.0,1096588800
502,38,5.0,1099958400
503,38,5.0,1212192000
504,38,4.0,1228003200
505,38,1.0,1198454400
506,38,3.0,1336262400
507,38,4.0,1197849600
508,38,5.0,1100217600
509,38,5.0,1372118400
510,38,5.0,1120176000
511,38,5.0,1265932800
512,38,5.0,1404691200
513,38,5.0,1132099200
514,38,5.0,1307750400
515,38,4.0,1138406400
516,38,3.0,1381536000
517,38,5.0,1133481600
518,38,4.0,1381708800
519,38,2.0,1216684800
520,38,3.0,1350864000
521,38,5.0,1345593600
522,38,1.0,1264118400
523,38,3.0,1233360000
524,38,4.0,1381708800
525,38,1.0,1189728000
526,38,5.0,1375920000
527,38,5.0,1186617600
528,38,4.0,1392595200
529,38,5.0,1087862400
530,38,4.0,1233187200
531,38,3.0,1115596800
532,38,5.0,1167782400
533,38,1.0,1384300800
534,38,5.0,1168300800
535,38,5.0,1122595200
536,38,2.0,1325203200
537,38,5.0,1349395200
538,38,1.0,1395964800
539,38,5.0,1200873600
540,38,5.0,1099440000
541,38,1.0,1344643200
542,38,2.0,1137974400
543,38,5.0,1176249600
544,38,1.0,1279843200
545,38,3.0,1188000000
546,38,5.0,1398211200
547,38,1.0,1273017600
548,38,5.0,1129161600
549,38,4.0,1380067200
550,38,4.0,1191456000
551,38,5.0,1247529600
552,38,5.0,1404604800
553,38,3.0,1180483200
554,38,5.0,1379894400
555,38,4.0,1366416000
556,38,4.0,1361923200
557,38,2.0,1210377600
558,38,5.0,1150848000
559,38,2.0,1159747200
560,38,4.0,1151798400
561,38,3.0,1163462400
562,38,5.0,1375747200
563,38,5.0,1126828800
564,38,5.0,1374796800
565,38,4.0,1356480000
566,38,5.0,1203984000
567,38,5.0,1185753600
568,38,2.0,1392422400
569,38,3.0,1377907200
570,38,5.0,1402963200
571,38,4.0,1181692800
572,38,2.0,1391385600
573,38,3.0,1354665600
574,38,5.0,1155427200
575,38,5.0,1175299200
576,38,1.0,1075766400
577,38,4.0,1386374400
578,38,5.0,1206748800
579,38,4.0,1373155200
580,38,5.0,1113523200
581,38,5.0,1239148800
582,38,5.0,1316563200
583,38,5.0,1153094400
584,38,5.0,1123718400
585,38,5.0,1103328000
586,38,3.0,1120867200
587,38,5.0,1287273600
588,38,4.0,1377388800
589,38,5.0,1174953600
590,38,3.0,1091491200
591,38,5.0,1127952000
592,38,2.0,1136592000
593,38,5.0,1360368000
594,38,5.0,1101254400
595,38,1.0,1293840000
596,38,5.0,1372032000
597,38,5.0,1375142400
598,38,5.0,1126137600
599,38,5.0,1318291200
600,38,2.0,1206576000
601,38,5.0,1300924800
602,38,5.0,1121472000
603,38,4.0,1152489600
604,38,5.0,1251763200
605,38,2.0,1388448000
606,38,2.0,1140220800
607,38,5.0,1167782400
608,38,3.0,1389312000
609,38,5.0,1392336000
610,38,4.0,1174867200
611,38,5.0,1289952000
612,38,5.0,1115424000
613,38,3.0,1138924800
614,38,5.0,1300233600
615,38,3.0,1400371200
616,38,5.0,1259625600
617,38,5.0,1116288000
618,38,4.0,1111363200
619,38,5.0,1264809600
620,38,5.0,1130630400
621,38,4.0,1192060800
622,38,5.0,1198800000
623,38,5.0,1378252800
624,38,4.0,1216598400
625,38,1.0,1400457600
626,38,1.0,1401321600
627,38,1.0,1231286400
628,38,5.0,1393200000
629,38,4.0,1375833600
630,38,5.0,1401580800
631,38,5.0,1404864000
632,38,5.0,1393200000
633,38,5.0,1189728000
634,38,1.0,1377734400
635,38,5.0,1128038400
636,38,5.0,1344297600
637,38,2.0,1273536000
638,38,4.0,1366675200
639,38,3.0,1331596800
640,38,5.0,1127692800
641,38,5.0,1356825600
642,38,5.0,1359504000
643,38,4.0,1396569600
644,38,1.0,1081728000
645,38,5.0,1331510400
646,38,5.0,1379635200
647,38,5.0,1258156800
648,38,5.0,1217894400
649,38,3.0,1125964800
650,38,5.0,1141776000
651,38,5.0,1109030400
652,38,5.0,1135900800
653,38,4.0,1130544000
654,38,1.0,1207958400
655,38,5.0,1184630400
656,39,4.0,1101427200
657,39,4.0,1100304000
658,39,4.0,1125100800
659,39,1.0,1073692800
660,40,5.0,1366156800
661,40,5.0,1086739200
662,40,5.0,1379808000
663,40,4.0,1404086400
664,40,5.0,1396224000
665,40,5.0,1401926400
666,40,3.0,1391731200
667,40,4.0,1385510400
668,40,5.0,1327104000
669,40,4.0,1389484800
670,40,1.0,1400889600
671,40,5.0,1402358400
672,40,5.0,1395878400
673,40,5.0,1404518400
674,40,5.0,1395705600
675,40,1.0,1393027200
676,40,3.0,1404691200
677,40,5.0,1388534400
678,40,5.0,1370390400
679,40,5.0,1403049600
680,40,5.0,1400025600
681,40,4.0,1384646400
682,40,5.0,1279584000
683,40,4.0,1386633600
684,40,4.0,1383436800
685,40,2.0,1404604800
686,40,5.0,1239062400
687,40,5.0,1396310400
688,40,4.0,1369008000
689,40,5.0,1260403200
690,40,4.0,1400198400
691,41,5.0,1179705600
692,41,4.0,1185580800
693,41,5.0,1173312000
694,41,5.0,1150502400
695,42,5.0,1277683200
696,44,2.0,1294012800
697,43,2.0,1085529600
698,43,5.0,1081641600
699,46,4.0,1368835200
700,46,5.0,1329091200
701,46,3.0,1402963200
702,46,5.0,1393459200
703,46,4.0,1354665600
704,46,1.0,1316822400
705,46,5.0,1384992000
706,46,5.0,1356998400
707,46,4.0,1389052800
708,46,1.0,1374278400
709,46,5.0,1351468800
710,46,1.0,1331769600
711,46,5.0,1389312000
712,46,5.0,1262995200
713,46,3.0,1339977600
714,46,5.0,1381708800
715,46,5.0,1361750400
716,46,5.0,1354665600
717,46,4.0,1383609600
718,46,5.0,1321574400
719,46,5.0,1346630400
720,46,1.0,1395619200
721,46,5.0,1365292800
722,46,3.0,1383523200
723,46,5.0,1395964800
724,46,5.0,1395878400
725,46,1.0,1398556800
726,46,5.0,1221350400
727,46,5.0,1358035200
728,46,2.0,1208995200
729,46,4.0,1355788800
730,46,5.0,1337817600
731,46,4.0,1319932800
732,46,5.0,1398816000
733,46,4.0,1301097600
734,46,4.0,1373155200
735,46,3.0,1357257600
736,46,5.0,1357171200
737,46,3.0,1359331200
738,46,5.0,1384819200
739,46,2.0,1315267200
740,46,5.0,1359590400
741,46,4.0,1359590400
742,46,4.0,1389916800
743,46,4.0,1386979200
744,46,5.0,1343088000
745,46,5.0,1301097600
746,46,5.0,1378339200
747,46,1.0,1371772800
748,46,5.0,1317686400
749,46,5.0,1379462400
750,46,4.0,1352764800
751,46,4.0,1364774400
752,46,5.0,1231632000
753,46,5.0,1384300800
754,46,5.0,1344902400
755,46,3.0,1382572800
756,46,5.0,1357862400
757,46,1.0,1346716800
758,46,5.0,1310515200
759,46,2.0,1314921600
760,46,3.0,1350604800
761,46,4.0,1356825600
762,46,1.0,1404086400
763,46,5.0,1391904000
764,46,1.0,1311811200
765,46,4.0,1339545600
766,46,3.0,1365379200
767,46,5.0,1354579200
768,46,1.0,1332979200
769,46,1.0,1358035200
770,46,5.0,1318809600
771,46,3.0,1364947200
772,46,5.0,1306195200
773,46,5.0,1377475200
774,46,2.0,1381795200
775,46,3.0,1362441600
776,46,5.0,1391558400
777,46,5.0,1357689600
778,46,4.0,1384646400
779,46,4.0,1404604800
780,46,1.0,1350604800
781,46,5.0,1352332800
782,46,5.0,1311120000
783,46,4.0,1338249600
784,46,4.0,1285113600
785,46,4.0,1390262400
786,46,4.0,1268697600
787,46,2.0,1356307200
788,46,3.0,1355961600
789,46,5.0,1356739200
790,46,5.0,1344643200
791,46,3.0,1312675200
792,46,4.0,1349568000
793,46,5.0,1366848000
794,46,2.0,1361491200
795,46,2.0,1358121600
796,46,4.0,1327881600
797,46,5.0,1364860800
798,46,2.0,1388188800
799,46,5.0,1326326400
800,46,5.0,1349913600
801,45,1.0,1098057600
802,47,5.0,1370995200
803,47,5.0,1393372800
804,47,5.0,1366156800
805,47,5.0,1349308800
806,47,5.0,1374364800
807,47,5.0,1360368000
808,47,5.0,1297728000
809,47,5.0,1376956800
810,47,4.0,1390780800
811,47,5.0,1299369600
812,47,5.0,1396828800
813,47,5.0,1358726400
814,47,4.0,1379635200
815,47,5.0,1394150400
816,47,5.0,1396742400
817,47,5.0,1303776000
818,47,5.0,1384819200
819,47,5.0,1385942400
820,48,5.0,1363651200
821,48,5.0,1356480000
822,48,1.0,1323561600
823,48,5.0,1381708800
824,49,1.0,1302048000
825,49,5.0,1198886400
826,50,5.0,1160179200
827,51,5.0,1392249600
828,56,5.0,1397606400
829,56,1.0,1233360000
830,56,5.0,1213401600
831,56,3.0,1362355200
832,54,5.0,1395792000
833,54,5.0,1357171200
834,54,5.0,1381622400
835,54,4.0,1368576000
836,54,5.0,1381968000
837,54,5.0,1388275200
838,54,5.0,1271808000
839,54,4.0,1376179200
840,54,5.0,1338768000
841,54,5.0,1216425600
842,54,2.0,1397088000
843,54,4.0,1379808000
844,54,5.0,1283472000
845,54,3.0,1302220800
846,54,5.0,1389484800
847,54,5.0,1401580800
848,54,5.0,1356048000
849,54,1.0,1333152000
850,54,5.0,1393977600
851,54,5.0,1271894400
852,54,5.0,1156464000
853,54,4.0,1357776000
854,54,5.0,1377216000
855,54,5.0,1384992000
856,54,5.0,1354924800
857,54,4.0,1300060800
858,54,5.0,1361059200
859,54,5.0,1359676800
860,54,5.0,1337212800
861,54,5.0,1372550400
862,54,5.0,1313625600
863,54,4.0,1222819200
864,54,5.0,1390867200
865,54,5.0,1365379200
866,54,1.0,1389398400
867,54,5.0,1395964800
868,54,5.0,1300924800
869,54,1.0,1364083200
870,54,5.0,1366416000
871,54,2.0,1401408000
872,54,5.0,1325548800
873,54,5.0,1371340800
874,54,5.0,1390521600
875,54,5.0,1399075200
876,54,5.0,1396569600
877,54,5.0,1363046400
878,54,5.0,1377216000
879,54,5.0,1285632000
880,54,3.0,1368057600
881,54,5.0,1300492800
882,54,5.0,1288396800
883,54,5.0,1384819200
884,54,4.0,1390176000
885,54,4.0,1377388800
886,53,5.0,1398988800
887,52,5.0,1344556800
888,55,5.0,1363996800
889,59,5.0,1130889600
890,62,5.0,1115596800
891,58,5.0,1356912000
892,58,3.0,1377993600
893,57,5.0,1262995200
894,60,5.0,1073174400
895,61,5.0,1404604800
896,61,5.0,1387929600
897,63,5.0,1356220800
898,64,5.0,1378425600
899,64,3.0,1404259200
900,64,5.0,1128384000
901,64,5.0,1108684800
902,65,5.0,1191888000
903,65,3.0,1306195200
904,65,5.0,1362009600
905,65,5.0,1399680000
906,65,5.0,1190592000
907,65,5.0,1312675200
908,65,5.0,1218585600
909,65,3.0,1377820800
910,65,4.0,1300752000
911,65,5.0,1284163200
912,65,5.0,1242518400
913,65,3.0,1351468800
914,65,5.0,1350518400
915,65,5.0,1263081600
916,65,5.0,1325289600
917,65,5.0,1294444800
918,65,5.0,1208476800
919,65,5.0,1394496000
920,65,5.0,1359849600
921,65,5.0,1344211200
922,65,5.0,1229040000
923,65,5.0,1394841600
924,65,3.0,1320624000
925,65,5.0,1232928000
926,65,5.0,1190592000
927,65,5.0,1163030400
928,65,5.0,1401408000
929,65,3.0,1403481600
930,65,2.0,1367452800
931,65,4.0,1201478400
932,65,4.0,1363046400
933,65,4.0,1386288000
934,65,5.0,1403827200
935,65,4.0,1380672000
936,65,2.0,1332374400
937,65,5.0,1324339200
938,65,3.0,1303862400
939,65,5.0,1346803200
940,65,5.0,1271721600
941,65,5.0,1217548800
942,65,5.0,1359676800
943,65,2.0,1349827200
944,65,5.0,1191196800
945,65,4.0,1395014400
946,65,5.0,1191110400
947,65,4.0,1167782400
948,65,5.0,1136419200
949,65,2.0,1317686400
950,65,5.0,1355443200
951,65,1.0,1367798400
952,65,5.0,1325980800
953,65,5.0,1169164800
954,65,4.0,1203033600
955,65,3.0,1343865600
956,65,4.0,1311206400
957,65,5.0,1140998400
958,66,5.0,1405209600
959,66,5.0,1405209600
960,66,3.0,1369180800
961,66,5.0,1343001600
962,66,4.0,1396051200
963,66,5.0,1318032000
964,66,5.0,1331596800
965,66,5.0,1386547200
966,66,5.0,1367020800
967,66,5.0,1355702400
968,66,3.0,1309564800
969,66,5.0,1388534400
970,66,3.0,1357344000
971,66,3.0,1384128000
972,66,5.0,1370390400
973,66,5.0,1259107200
974,66,5.0,1379894400
975,66,5.0,1379116800
976,66,2.0,1403395200
977,66,5.0,1305590400
978,66,5.0,1373241600
979,66,5.0,1177286400
980,66,1.0,1244678400
981,66,5.0,1178668800
982,66,3.0,1311033600
983,66,5.0,1403049600
984,66,5.0,1348704000
985,66,5.0,1318204800
986,66,4.0,1397779200
987,66,5.0,1243036800
988,66,5.0,1386547200
989,66,5.0,1397865600
990,66,5.0,1390694400
991,66,4.0,1279497600
992,66,5.0,1337904000
993,66,5.0,1298160000
994,66,5.0,1289865600
995,66,5.0,1369353600
996,66,5.0,1391040000
997,66,5.0,1397260800
998,66,5.0,1397433600
999,66,5.0,1244937600
1000,66,5.0,1327622400
1001,66,4.0,1312070400
1002,66,5.0,1300579200
1003,66,5.0,1379808000
1004,66,5.0,1200268800
1005,66,5.0,1394150400
1006,66,5.0,1332028800
1007,66,5.0,1324252800
1008,66,5.0,1358812800
1009,66,5.0,1174608000
1010,66,2.0,1395964800
1011,66,5.0,1295049600
1012,66,1.0,1380931200
1013,66,4.0,1378166400
1014,66,4.0,1374364800
1015,66,4.0,1186099200
1016,66,5.0,1353801600
1017,66,4.0,1396569600
1018,66,5.0,1377302400
1019,66,5.0,1178928000
1020,66,3.0,1369180800
1021,66,4.0,1393632000
1022,66,1.0,1359331200
1023,66,5.0,1330819200
1024,66,5.0,1257465600
1025,66,1.0,1358467200
1026,66,5.0,1343606400
1027,66,5.0,1382313600
1028,66,5.0,1327017600
1029,66,5.0,1260835200
1030,66,5.0,1239062400
1031,66,5.0,1346803200
1032,66,5.0,1377216000
1033,66,5.0,1392076800
1034,66,5.0,1354320000
1035,66,5.0,1141862400
1036,66,5.0,1400630400
1037,66,5.0,1358553600
1038,66,2.0,1334880000
1039,66,4.0,1336780800
1040,66,5.0,1167868800
1041,66,5.0,1173312000
1042,66,5.0,1355356800
1043,66,2.0,1393977600
1044,66,5.0,1397520000
1045,66,5.0,1389312000
1046,66,4.0,1321920000
1047,66,5.0,1168819200
1048,66,5.0,1397520000
1049,66,4.0,1377561600
1050,66,5.0,1341878400
1051,66,5.0,1333065600
1052,66,4.0,1327017600
1053,66,5.0,1399075200
1054,66,1.0,1310688000
1055,66,5.0,1352678400
1056,66,5.0,1358899200
1057,66,5.0,1388534400
1058,66,5.0,1357344000
1059,66,5.0,1286755200
1060,66,5.0,1398211200
1061,66,1.0,1339632000
1062,66,5.0,1346630400
1063,66,4.0,1354406400
1064,66,5.0,1350086400
1065,66,5.0,1123113600
1066,66,1.0,1200182400
